id,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,id_please,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,place_guess,latitude,longitude,positional_accuracy,private_latitude,private_longitude,private_positional_accuracy,geoprivacy,positioning_method,positioning_device,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,curator_ident_taxon_id,curator_ident_taxon_name,curator_ident_user_id,curator_ident_user_login,tracking_code,field:depth (m),field:depth (ft),field:night dive,field:habitat
584749,Thousand-pores Sea Star,Fromia milleporella,Thousand-pores Sea Star,Animalia,129554,false,1,0,"July 21, 2013 14:56",2013-07-21,2013-07-22 00:56:00 UTC,Hawaii,"Mansuar, ID",-0.582707,130.609296,10000,,,,,,manual,,3403,davidr,2014-03-27 12:24:24 UTC,2014-04-19 17:45:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/584749,http://lh3.ggpht.com/-S0ErgigaNIA/UzQVCSgtfgI/AAAAAAAAdtI/wNdK2hbUEWI/s512/P7211301.jpg,,,129554,Fromia milleporella,35467,gpaulay,,,,no,reef
44887,Tripneustes gratilla,Tripneustes gratilla,Collector Urchin,Animalia,122127,false,1,0,2011-12-25,2011-12-25,,Hawaii,"Waikiki, HI",21.2666601338,-157.8294181824,,,,,,,,,3403,davidr,2011-12-26 03:10:51 UTC,2014-03-28 06:41:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/44887,http://lh5.ggpht.com/-dd1LHfa7rXg/TvflL6DqU-I/AAAAAAAAQTQ/Ms9DOj5XUJk/s512/_C252536.jpg,,,,,,,,,75,no,wreck
44832,Mithrodia fisheri,Mithrodia fisheri,Fisher's Star,Animalia,121596,false,1,0,2011-12-24,2011-12-24,,Hawaii,"Kahe Beach Park, HI",21.3531793321,-158.1316709518,,,,,,,,,3403,davidr,2011-12-25 08:22:33 UTC,2014-04-20 10:46:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/44832,http://lh6.ggpht.com/-Bt8BeMf1rTE/TvbcBd3C3SI/AAAAAAAAQRU/QjEP_fy5c0Q/s512/_C242480.jpg,,,121596,Mithrodia fisheri,35467,gpaulay,,,34,no,reef
44574,Choriaster granulatus,Choriaster granulatus,Granulated Sea Star,Animalia,122003,false,1,0,2007-03-10,2007-03-10,,Hawaii,"Puerto Galera, Philippines",13.5018907,120.95412,,,,,,,,,3403,davidr,2011-12-22 05:44:06 UTC,2014-03-28 06:42:41 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/44574,http://lh3.ggpht.com/-noRtL2AMqcc/TvLC2vaefGI/AAAAAAAAQOc/54EuPH1qZYk/s512/IMG_1117.jpg,,,,,,,,,,no,reef
44100,Culcita novaeguineae,Culcita novaeguineae,Pillow Cushion Star,Animalia,50406,false,1,0,2011-12-18,2011-12-18,,Hawaii,"Waikiki, HI",21.255494,-157.834229,,,,,,,,,3403,davidr,2011-12-19 03:01:28 UTC,2014-03-28 06:43:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/44100,http://lh3.ggpht.com/-4U-lqvNXWhs/Tu6nPiZCXeI/AAAAAAAAQMY/fp-kx3JfM3M/s512/_C182420.jpg,,,,,,,,,85,no,reef
40174,Pycnopodia helianthoides,Pycnopodia helianthoides,Sunflower Sea Star,Animalia,47673,false,1,0,"November 25, 2011 3:07:45 PM PST",2011-11-25,2011-11-25 23:07:45 UTC,Pacific Time (US & Canada),"37.495140075683594, -122.4990005493164",37.4951400757,-122.4990005493,17,,,,,,,,1,kueda,2011-11-26 04:51:19 UTC,2014-03-28 07:14:04 UTC,research,CC-BY,http://www.inaturalist.org/observations/40174,http://static.inaturalist.org/photos/66719/medium.jpg,,,,,,,,,,,
552292,Toxopneustidae,Toxopneustidae,,Animalia,49957,false,3,0,2014-02-14,2014-02-14,,Eastern Time (US & Canada),"Sanibel, FL, USA",26.44897,-82.022314,16209,,,,,,,,5813,fluffberger,2014-03-04 18:47:02 UTC,2014-05-06 12:12:05 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/552292,http://static.inaturalist.org/photos/704553/medium.JPG?1393958828,"urchin, beach, shore, florida, winter",,,,,,,0,0,no,washed ashore
551375,Chocolate Chip Cucumber,Isostichopus badionotus,Chocolate Chip Cucumber,Animalia,128128,false,2,0,2014-02-13,2014-02-13,,Eastern Time (US & Canada),"Sanibel, FL, USA",26.44897,-82.022314,16209,,,,,,,,5813,fluffberger,2014-03-04 01:53:04 UTC,2014-03-28 12:15:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/551375,http://static.inaturalist.org/photos/703510/medium.JPG?1393897991,"shore, beach, florida, winter","Found washed up. About 10"" long, and 3"" wide. Firm body, though seemingly slowly pliable.",,,,,,0,0,no,washed ashore
26988,bat star,Patiria miniata,Bat Star,Animalia,48830,false,1,0,"September 28, 2008 21:37",2008-09-28,2008-09-29 01:37:00 UTC,Eastern Time (US & Canada),Canada,49.182048,-125.850456,,,,,,,,,2370,ctracey,2011-08-05 18:48:07 UTC,2014-04-19 15:49:02 UTC,research,CC-BY,http://www.inaturalist.org/observations/26988,http://farm4.staticflickr.com/3044/3049727922_7a21a4ecbc.jpg,,,,,,,,0,,no,
544300,Rock-boring Urchin,Echinometra mathaei,Rock-boring Urchin,Animalia,128719,false,2,0,2014-02-14 10:48:06,2014-02-14,2014-02-14 18:48:06 UTC,Pacific Time (US & Canada),"Maui, Hawaii, United States",20.6916638889,-156.4449305556,,,,,,,,,26610,nudibranchmom,2014-02-26 05:30:18 UTC,2014-05-06 12:15:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/544300,http://static.inaturalist.org/photos/692079/medium.jpg?1393392646,,,128719,Echinometra mathaei,35467,gpaulay,,,,yes,
550319,Red Pencil Urchin,Heterocentrotus mamillatus,Red Pencil Urchin,Animalia,348239,false,2,0,2014-02-14 12:40:36,2014-02-14,2014-02-14 20:40:36 UTC,Pacific Time (US & Canada),"Ulua Beach, Maui, HI",20.691668,-156.444668,,,,,,,,,26610,nudibranchmom,2014-03-03 07:35:35 UTC,2014-05-06 12:12:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/550319,http://static.inaturalist.org/photos/702381/medium.jpg?1393832215,,,,,,,,,,,
546965,Purple Sea Urchin,Strongylocentrotus purpuratus,Purple Sea Urchin,Animalia,48035,false,2,0,2014-02-27 16:01:45,2014-02-27,2014-02-28 00:01:45 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4929666667,-122.4997111111,,,,,,,,,26610,nudibranchmom,2014-02-28 22:40:29 UTC,2014-05-06 12:13:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/546965,http://static.inaturalist.org/photos/698454/medium.jpg?1393627285,,,,,,,,,,,
546962,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,49699,false,1,0,2014-02-27 15:59:38,2014-02-27,2014-02-27 23:59:38 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4930277778,-122.4996805556,,,,,,,,,26610,nudibranchmom,2014-02-28 22:40:26 UTC,2014-03-28 22:31:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/546962,http://static.inaturalist.org/photos/698451/medium.jpg?1393627274,,,,,,,,,,,
580345,Sea Cucumbers,Holothuroidea,Sea Cucumbers,Animalia,47720,false,1,0,2014-03-23 10:22:32,2014-03-23,2014-03-23 17:22:32 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.5009111111,-122.4934527778,,,,,,,,,26610,nudibranchmom,2014-03-24 03:27:29 UTC,2014-03-28 22:32:03 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/580345,http://static.inaturalist.org/photos/738185/medium.JPG?1395631767,,Dead.,,,,,,,,,
580354,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,49699,false,2,0,2014-03-23 11:09:43,2014-03-23,2014-03-23 18:09:43 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4946444444,-122.4992611111,,,,,,,,,26610,nudibranchmom,2014-03-24 03:27:57 UTC,2014-03-28 22:32:16 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/580354,http://static.inaturalist.org/photos/738194/medium.JPG?1395631851,,,,,,,,,,,
580353,Leather star,Dermasterias imbricata,Leather Star,Animalia,63382,false,1,0,2014-03-23 11:03:44,2014-03-23,2014-03-23 18:03:44 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4947583333,-122.4989861111,,,,,,,,,26610,nudibranchmom,2014-03-24 03:27:52 UTC,2014-03-28 22:32:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/580353,http://static.inaturalist.org/photos/738193/medium.JPG?1395631836,,,,,,,,,,,
580332,Sea Cucumbers,Holothuroidea,Sea Cucumbers,Animalia,47720,true,0,0,2014-03-23 11:48:15,2014-03-23,2014-03-23 18:48:15 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.49495,-122.4992055556,,,,,,,,,26610,nudibranchmom,2014-03-24 03:26:47 UTC,2014-03-28 22:32:46 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/580332,http://static.inaturalist.org/photos/738172/medium.JPG?1395631675,,,,,,,,,,,
549433,Rainbow Star,Orthasterias koehleri,Rainbow Star,Animalia,47669,false,1,0,2007-07-15,2007-07-15,,Central Time (US & Canada),"Simpson Bay, Prince William Sound, Alaska ",60.643917,-145.839193,32,,,,,,,,31273,beachbumagg,2014-03-02 22:38:41 UTC,2014-03-29 13:07:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/549433,http://static.inaturalist.org/photos/701248/medium.JPG?1393799929,,"Found this sea star along with several other species on and around the rocks during an extremely low tide at Sheep's Point in Simpson Bay, Prince William Sound, about 7 miles north east of Cordova, Alaska. ",,,,,,-1,,,"Found on the rocks shore above the water line during a low tide of about 15ft at Sheep's Point in Simpson Bay, Alaska."
543730,Lined Starfish (Luidia clathrata),Luidia clathrata,Lined Starfish,Animalia,209355,true,3,0,2013-06-02,2013-06-02,,Central Time (US & Canada),"Surfside Beach, TX",29.048,-95.155,,,,,,,,,31273,beachbumagg,2014-02-25 19:14:54 UTC,2014-04-19 18:35:28 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/543730,http://static.inaturalist.org/photos/691333/medium.jpg?1393355702,,"Several of these were washed up on the beach at Surfside, TX last summer.",209355,Luidia clathrata,35467,gpaulay,,-1,,,"Washed up in the surf at Surfside Beach, TX."
10239,Eupentacta,Eupentacta,,Animalia,51697,true,1,0,2009-02-22,2009-02-22,,Pacific Time (US & Canada),"Malibu Lagoon, Malibu, CA",34.0329660215,-118.6790156364,,,,,,,,,382,tsoleau,2011-01-22 02:49:32 UTC,2014-04-14 14:24:59 UTC,research,,http://www.inaturalist.org/observations/10239,http://farm6.staticflickr.com/5169/5376397805_f99dfe14fe.jpg,,This was no longer alive. We thought it might have been a nudibranch at the time but now I think it was my first encounter with a sea cucumber. What do you think (I know the photo is terrible!).,51697,Eupentacta,35467,gpaulay,,,,,intertidal
8522,Psolidae,Psolidae,,Animalia,49483,true,2,0,2010-10-09,2010-10-09,,Pacific Time (US & Canada),"Doheny State Beach, Dana Point, CA",33.4629173279,-117.6819839478,,,,,,,,,382,tsoleau,2010-10-10 06:36:05 UTC,2014-04-14 10:30:52 UTC,research,,http://www.inaturalist.org/observations/8522,http://farm5.staticflickr.com/4147/5067106022_8d821663b8.jpg,,This pink sea slug or sea cucumber (?) was so small (1/2 inch?) with its little white feathery feelers. I'll see if I can find out what it is.,49484,Lissothuria nutriens,35467,gpaulay,,,,no,intertidal
8521,sea cucumbers,Holothuroidea,Sea Cucumbers,Animalia,47720,true,0,0,2010-10-09,2010-10-09,,Pacific Time (US & Canada),"Doheny State Beach, Dana Point, CA",33.4614219666,-117.6859512329,,,,,,,,,382,tsoleau,2010-10-10 06:34:48 UTC,2014-04-14 10:27:39 UTC,casual,,http://www.inaturalist.org/observations/8521,http://farm5.staticflickr.com/4107/5067106538_ae9da963a7.jpg,,No idea what this is. It's very possible that it's not even an animal. I just thought it kind of looked like a sea slug or sea cucumber of some sort. I'll do some more research soon.,,,,,,,,,intertidal
465779,Black Sea Cucumber,Holothuria atra,Black Sea Cucumber,Animalia,55946,true,2,0,2013-11-14,2013-11-14,,Pacific Time (US & Canada),"Poipu, HI",21.869353,-159.441919,493,,,,,,,,382,tsoleau,2013-11-23 17:52:52 UTC,2014-04-20 10:21:13 UTC,research,,http://www.inaturalist.org/observations/465779,http://farm6.staticflickr.com/5479/10989623094_09945929ee.jpg,,We saw different types of sea cucumbers (or they looked like different species to the untrained eye!).,55946,Holothuria atra,35467,gpaulay,,,,no,intertidal
465780,Actinopyga mauritiana,Actinopyga mauritiana,White-spotted Sea Cucumber,Animalia,123969,true,1,0,2013-11-14,2013-11-14,,Pacific Time (US & Canada),"Poipu, HI",21.869353,-159.441919,493,,,,,,,,382,tsoleau,2013-11-23 17:53:50 UTC,2014-03-30 17:51:00 UTC,research,,http://www.inaturalist.org/observations/465780,http://farm4.staticflickr.com/3751/10989455085_b5e06951b7.jpg,,Is this right? We also saw some black-colored ones (which I expect are Holothuria atra).,,,,,,,,,intertidal
468528,Genus Holothuria,Holothuria,,Animalia,52393,true,1,0,2013-11-16,2013-11-16,,Pacific Time (US & Canada),"Poipu, HI",21.873941,-159.456965,123,,,,,,,,382,tsoleau,2013-11-26 21:11:03 UTC,2014-04-21 09:10:19 UTC,research,,http://www.inaturalist.org/observations/468528,http://farm4.staticflickr.com/3799/11062442055_dfa09102d1.jpg,,This looked different than the other sea cucumbers we saw. Any ideas?,,,,,,,,,intertidal
544243,Brittle Stars,Ophiuroidea,Brittle Stars,Animalia,48836,false,2,0,2014-02-25,2014-02-25,,Hawaii,Rancho Los Venados Mazatlán Sinaloa Mexico,23.309469,-106.489449,976,,,,,,,,21626,francisco3,2014-02-26 04:15:34 UTC,2014-03-30 23:22:42 UTC,research,,http://www.inaturalist.org/observations/544243,http://static.inaturalist.org/photos/692004/medium.JPG?1393388144,,,,,,,,,,,
605364,Henricia,Henricia,,Animalia,47665,false,2,1,2014-04-02 07:43:18,2014-04-02,2014-04-02 14:43:18 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4950555556,-122.4987722222,,,,,,,,,26610,nudibranchmom,2014-04-02 23:40:46 UTC,2014-04-19 11:45:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/605364,http://static.inaturalist.org/photos/762965/medium.jpg?1396482081,,,47671,Asteriidae,35467,gpaulay,,,,yes,
605355,Purple Sea Urchin,Strongylocentrotus purpuratus,Purple Sea Urchin,Animalia,48035,false,2,0,2014-04-02 08:26:50,2014-04-02,2014-04-02 15:26:50 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4949027778,-122.4977333333,,,,,,,,,26610,nudibranchmom,2014-04-02 23:40:24 UTC,2014-04-03 13:27:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/605355,http://static.inaturalist.org/photos/762955/medium.jpg?1396482038,,Exoskeleton.,,,,,,,,yes,
606752,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,49699,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:30:46 UTC,2014-04-04 00:03:59 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606752,http://static.inaturalist.org/photos/765137/medium.JPG?1396567851,,,,,,,,,,,
606751,Henricia,Henricia,,Animalia,47665,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:29:31 UTC,2014-04-04 16:47:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606751,http://static.inaturalist.org/photos/765136/medium.JPG?1396567776,,,,,,,,,,,
606757,Leptasterias,Leptasterias,,Animalia,117697,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:32:19 UTC,2014-04-04 16:47:13 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606757,http://static.inaturalist.org/photos/765140/medium.JPG?1396567943,,,,,,,,,,,
606783,Purple Sea Urchin,Strongylocentrotus purpuratus,Purple Sea Urchin,Animalia,48035,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:45:53 UTC,2014-04-03 23:58:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606783,http://static.inaturalist.org/photos/765171/medium.JPG?1396568764,,,,,,,,,,,
606770,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,49699,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:41:10 UTC,2014-04-04 00:03:12 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606770,http://static.inaturalist.org/photos/765154/medium.JPG?1396568477,,,,,,,,,,,
606772,Leptasterias,Leptasterias,,Animalia,117697,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:42:00 UTC,2014-04-04 16:47:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606772,http://static.inaturalist.org/photos/765158/medium.JPG?1396568526,,,,,,,,,,,
606776,Leptasterias,Leptasterias,,Animalia,117697,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:43:51 UTC,2014-04-04 03:38:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606776,http://static.inaturalist.org/photos/765165/medium.JPG?1396568636,,,,,,,,,,,
606779,Henricia,Henricia,,Animalia,47665,false,2,1,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:44:35 UTC,2014-04-15 19:23:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606779,http://static.inaturalist.org/photos/765168/medium.JPG?1396568682,,,47671,Asteriidae,35467,gpaulay,,,,,
606782,Leptasterias pusilla,Leptasterias pusilla,,Animalia,117693,false,1,0,2014-04-03,2014-04-03,,Pacific Time (US & Canada),Pillar Point,37.494439,-122.499554,105,,,,,,,,16101,dpom,2014-04-03 23:45:15 UTC,2014-04-04 00:56:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/606782,http://static.inaturalist.org/photos/765170/medium.JPG?1396568720,,,,,,,,,,,
566733,Leather Star,Dermasterias imbricata,Leather Star,Animalia,63382,false,1,0,2014-03-08,2014-03-08,,Hawaii,Fitzgerald Marine Reserve,37.524364,-122.517521,191,,,,,,,,29748,sandrasun,2014-03-13 23:35:24 UTC,2014-04-20 10:13:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/566733,http://static.inaturalist.org/photos/720456/medium.JPG?1394753737,,This Leather Star looks as if it's tube feet are wasting.,63382,Dermasterias imbricata,35467,gpaulay,,,,,
566751,Bat Star,Patiria miniata,Bat Star,Animalia,48830,false,1,0,2014-03-08,2014-03-08,,Hawaii,Fitzgerald Marine Reserve,37.524364,-122.517521,191,,,,,,,,29748,sandrasun,2014-03-13 23:48:11 UTC,2014-04-19 15:51:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/566751,http://static.inaturalist.org/photos/720466/medium.JPG?1394754498,,This is the second Bat Star on 3/8/14,48830,Patiria miniata,35467,gpaulay,,,,,
566735,Bat Star,Patiria miniata,Bat Star,Animalia,48830,false,1,0,2014-03-08,2014-03-08,,Hawaii,Fitzgerald Marine Reserve,37.524364,-122.517521,191,,,,,,,,29748,sandrasun,2014-03-13 23:41:41 UTC,2014-04-19 15:51:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/566735,http://static.inaturalist.org/photos/720459/medium.JPG?1394754109,,This is one of two Bat Stars seen on 3/8/14.,48830,Patiria miniata,35467,gpaulay,,,,,
568243,three-rowed sea cucumber,Isostichopus badionotus,Chocolate Chip Cucumber,Animalia,128128,false,2,0,2014-03-04,2014-03-04,,Eastern Time (US & Canada),"la paguera, puerto rico",17.974965,-67.046566,963,,,,,,,,5245,hartvillestuff,2014-03-14 19:14:48 UTC,2014-04-14 10:22:23 UTC,research,CC-BY,http://www.inaturalist.org/observations/568243,http://static.inaturalist.org/photos/722811/medium.JPG?1394824497,,,128128,Isostichopus badionotus,35467,gpaulay,,,,,
568239,Donkey Dung Sea Cucumber,Holothuria mexicana,Donkey Dung Sea Cucumber,Animalia,82512,false,1,0,2014-03-04,2014-03-04,,Eastern Time (US & Canada),"la paguera, puerto rico",17.974965,-67.046566,963,,,,,,,,5245,hartvillestuff,2014-03-14 19:09:30 UTC,2014-04-13 20:33:30 UTC,research,CC-BY,http://www.inaturalist.org/observations/568239,http://static.inaturalist.org/photos/722801/medium.JPG?1394824176,,,,,,,,,,,
568241,three-rowed sea cucumber,Isostichopus badionotus,Chocolate Chip Cucumber,Animalia,128128,false,1,0,2014-03-04,2014-03-04,,Eastern Time (US & Canada),"la paguera, puerto rico",17.974965,-67.046566,963,,,,,,,,5245,hartvillestuff,2014-03-14 19:10:58 UTC,2014-04-13 20:33:31 UTC,research,CC-BY,http://www.inaturalist.org/observations/568241,http://static.inaturalist.org/photos/722809/medium.JPG?1394824269,,,,,,,,,,,
568836,furry sea cucumber,Astichopus multifidus,Furry Sea Cucumber,Animalia,135311,false,2,0,2014-03-04,2014-03-04,,Eastern Time (US & Canada),"la paguera, puerto rico",17.974965,-67.046566,963,,,,,,,,5245,hartvillestuff,2014-03-15 01:34:27 UTC,2014-04-14 10:39:52 UTC,research,CC-BY,http://www.inaturalist.org/observations/568836,http://static.inaturalist.org/photos/723322/medium.JPG?1394847280,,,135311,Astichopus multifidus,35467,gpaulay,,,,,
629260,Ophiurida,Ophiurida,,Animalia,48837,false,2,0,2014-04-17 08:49:16,2014-04-17,2014-04-17 15:49:16 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4944416667,-122.499175,,,,,,,,,26610,nudibranchmom,2014-04-17 23:08:54 UTC,2014-04-18 09:32:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629260,http://static.inaturalist.org/photos/791882/medium.jpg?1397776179,,"Regrowing two arms.
",48835,Ophiothrix spiculata,35467,gpaulay,,,,,
629253,Leptasterias aequalis,Leptasterias aequalis,,Animalia,120883,false,1,0,2014-04-17 07:53:30,2014-04-17,2014-04-17 14:53:30 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4951222222,-122.4993361111,,,,,,,,,26610,nudibranchmom,2014-04-17 23:08:38 UTC,2014-04-18 00:01:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629253,http://static.inaturalist.org/photos/791875/medium.jpg?1397776153,,"Apologies for blurry photo - about 2"" across.",,,,,,,,,
629247,Leather Star,Dermasterias imbricata,Leather Star,Animalia,63382,false,1,0,2014-04-17 06:46:36,2014-04-17,2014-04-17 13:46:36 UTC,Pacific Time (US & Canada),"San Mateo, California, United States",37.4951694444,-122.4993527778,,,,,,,,,26610,nudibranchmom,2014-04-17 23:08:33 UTC,2014-04-18 02:51:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629247,http://static.inaturalist.org/photos/791869/medium.JPG?1397776123,,Healthy.,,,,,,,,,
629752,Leptasterias,Leptasterias,,Animalia,117697,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 03:49:47 UTC,2014-04-22 16:18:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629752,http://static.inaturalist.org/photos/792523/medium.JPG?1397792992,,,,,,,,,,,
629753,Leather Star,Dermasterias imbricata,Leather Star,Animalia,63382,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 03:50:20 UTC,2014-04-18 09:30:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629753,http://static.inaturalist.org/photos/792524/medium.JPG?1397793031,,,63382,Dermasterias imbricata,35467,gpaulay,,,,,
629755,Family Asteriidae,Asteriidae,,Animalia,47671,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 03:50:56 UTC,2014-04-22 16:17:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629755,http://static.inaturalist.org/photos/792526/medium.JPG?1397793060,,,,,,,,,,,
629756,Asteriidae,Asteriidae,,Animalia,47671,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 03:51:22 UTC,2014-04-20 03:00:30 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629756,http://static.inaturalist.org/photos/792527/medium.JPG?1397793089,,,47671,Asteriidae,35467,gpaulay,,,,,
629765,Leptasterias aequalis,Leptasterias aequalis,,Animalia,120883,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 04:04:09 UTC,2014-04-22 16:17:18 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629765,http://static.inaturalist.org/photos/792540/medium.JPG?1397793854,,,,,,,,,,,
629779,Western Spiny Brittle Star,Ophiothrix spiculata,Western Spiny Brittle Star,Animalia,48835,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 04:18:51 UTC,2014-04-18 09:30:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629779,http://static.inaturalist.org/photos/792565/medium.JPG?1397794736,,,48835,Ophiothrix spiculata,35467,gpaulay,,,,,
629785,Ochre Sea Star,Pisaster ochraceus,Ochre Sea Star,Animalia,49699,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 04:22:58 UTC,2014-04-18 09:26:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629785,http://static.inaturalist.org/photos/792570/medium.JPG?1397794988,,,49699,Pisaster ochraceus,35467,gpaulay,,,,,
629787,Purple Sea Urchin,Strongylocentrotus purpuratus,Purple Sea Urchin,Animalia,48035,false,1,0,2014-04-17,2014-04-17,,Pacific Time (US & Canada),Pillar Point,37.4951472222,-122.4992611111,,,,,,,,,16101,dpom,2014-04-18 04:24:05 UTC,2014-04-18 09:25:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/629787,http://static.inaturalist.org/photos/792573/medium.JPG?1397795051,,,48035,Strongylocentrotus purpuratus,35467,gpaulay,,,,,
